movie_id,title,year,genre,duration_min,rating,votes,director,country,language,budget_usd,revenue_usd,metascore,keywords
90,Golden Fall of Time,1996,Drama,166,8.0,723203,Oliver Nelson,France,Norwegian,156303483,714078275,17,underground;identity;road-trip
91,Tempest Voyage,2024,War,121,8.2,132431,Charlotte Williams,South Korea,French,11859157,428358202,5,rebellion;myth;memory;haunted;family-secrets
92,Luminous Quarry In the Garden,2021,Horror,148,4.2,100352,Mateo Moore,France,Norwegian,98889394,938345942,51,dreams;haunted;road-trip;heist;forbidden-love;mountains
93,Iridescent Junction,1985,Family,95,4.8,378544,Zoe Jackson,India,Polish,21593335,704202632,84,myth;detective;warrior;mountains;robot
94,Lunar House from Nowhere,1982,Adventure,186,3.4,120388,Olivia Nelson,Australia,Italian,137830479,343568871,3,double-life;warrior;ai;small-town
95,Flickering Empire of Fire,2021,Adventure,167,4.4,1189698,Noah Hill,Germany,Russian,120875169,796640220,47,city-night;revenge;survival;betrayal;memory;underground
96,Caged Gambit,1987,Drama,122,5.4,811671,Layla Davis,Japan,Norwegian,69971002,958364211,27,mountains;rebellion;forbidden-love;space;friendship
97,Jade Labyrinth Without End,2025,History,97,8.2,670324,Jack Jones,South Korea,German,42379992,373857598,46,friendship;space;small-town;betrayal
98,Quantum Ritual from the Future,2016,Adventure,194,8.2,1156987,Amelia Flores,Canada,Polish,83124595,855042033,91,memory;robot;city-night;dreams;survival;revenge
99,Jade Gambit,2023,Western,163,2.1,1156267,Aria Lopez,Germany,Japanese,135086469,118998188,15,myth;heist;road-trip;rebellion
100,Xenial Arcade from the Past,1998,Thriller,139,2.7,1155298,Benjamin Rodriguez,South Korea,Portuguese,143304418,200635969,64,survival;betrayal;heist;ai
101,Radiant Room,2016,Comedy,82,1.7,1345325,Lily Taylor,Spain,Norwegian,153681911,894613302,79,forbidden-love;dreams;ancient-ritual
102,Luminous Ember,1995,Crime,151,5.0,1444227,Emma Hernandez,Sweden,Japanese,130090173,997381948,26,warrior;betrayal;road-trip;double-life;mountains
103,Vivid Room,2005,Sci-Fi,169,5.6,222783,Sebastian Thomas,Sweden,Polish,71898881,965500086,31,friendship;time-travel;myth;haunted
104,Radiant Monolith With No Name,1990,Documentary,155,2.7,334265,Grace Allen,Sweden,Korean,82923204,1068094535,2,haunted;memory;detective
105,Quantum Zephyr of Glass,1983,Animation,201,6.3,1372182,Hannah Jackson,USA,Chinese,28956028,925410342,17,sea;underground;city-night;haunted;time-travel
106,Caged Garden of Winter,2003,Musical,148,1.7,1057600,Emily Scott,Japan,Chinese,167400137,255144724,16,haunted;underground;small-town
107,Wild Vesper,1992,Sport,205,4.6,84520,Noah Williams,Germany,Swedish,89499933,1017357821,66,betrayal;warrior;memory;rebellion;road-trip;dreams
108,Vivid Tempest Under Neon Lights,1999,Biography,161,5.5,1069047,Zoe Young,South Korea,Korean,4565949,791042371,42,robot;survival;myth
109,Young House,1996,Biography,133,7.4,1223837,Hannah Hernandez,Australia,Spanish,182831234,520113159,4,space;coming-of-age;detective
110,Vivid Monolith Between Worlds,1993,Family,203,7.9,989128,Emma Rodriguez,Spain,Hindi,87354819,1027293866,67,road-trip;heist;detective;identity;rebellion;family-secrets
111,Yearning Mask,2021,Mystery,198,2.7,517088,Benjamin Scott,South Korea,French,79990300,620631660,90,mountains;forbidden-love;road-trip;underground
112,Mythic Room of the North,2016,Musical,172,9.0,827494,Jack Martinez,South Korea,English,77310180,169714417,44,ancient-ritual;post-apocalypse;sea;forbidden-love;space;small-town
113,Luminous Drift,1988,Action,136,3.2,1404843,Chloe Anderson,Poland,English,26996684,887557927,42,friendship;ai;city-night;betrayal;coming-of-age;identity
114,The Monolith,2010,War,126,7.7,602496,Sebastian Jackson,UK,Norwegian,24114428,498689078,68,rebellion;heist;robot
115,Majestic Empire,2011,Fantasy,149,8.8,19534,Alexander Torres,France,Italian,76486436,975707203,82,dreams;betrayal;double-life;memory;detective;post-apocalypse
116,Neon Parable In the Machine,2009,Mystery,122,1.1,707075,Henry Torres,Spain,Spanish,164101849,870783943,54,revenge;haunted;ai;friendship;heist
117,Jade Quarry of Fire,1980,Mystery,173,3.1,560027,Mateo Martin,USA,German,175571793,772132232,88,time-travel;ai;friendship;detective
118,Untamed Tempest from the Past,2025,Animation,105,6.7,618838,Owen Flores,Poland,French,35954597,1026887811,19,sea;warrior;underground;robot;mountains;identity
119,Haunted City Beyond the Stars,1993,Romance,95,5.7,1107759,Owen Jones,France,English,147108475,1085525199,25,heist;road-trip;double-life;memory
120,Flickering Parable,2011,Thriller,205,5.0,116776,Charlotte Rodriguez,Mexico,Korean,151473757,123988785,71,ai;small-town;myth;sea;coming-of-age;haunted
121,Rusty Horizon,1982,Family,163,7.2,1135002,Emma Jones,Norway,English,77165325,878035061,23,city-night;ancient-ritual;sea;robot
122,Zen Kingdom At World's Edge,2004,Crime,95,7.1,1387979,Zoe Rodriguez,Brazil,Polish,48008648,1153753813,50,sea;cyberpunk;family-secrets;coming-of-age
123,Dark Frontier In the Machine,2014,Family,172,8.3,519170,Charlotte Thompson,Germany,German,50694835,242332028,4,warrior;city-night;coming-of-age;cyberpunk;space;revenge
124,Hidden Zodiac Under Neon Lights,2023,Comedy,137,7.6,843711,Emily Anderson,Spain,Norwegian,15251581,300938859,64,cyberpunk;family-secrets;rebellion;sea;survival
125,Vivid Wilderness Beyond the Stars,2000,Romance,152,8.8,1384665,Chloe Anderson,Mexico,German,73961069,130905528,71,ancient-ritual;ai;robot;identity
126,The Garden,2022,Crime,209,3.8,873196,Jacob Martinez,South Korea,Japanese,49459637,1155192152,60,double-life;cyberpunk;myth;mountains
127,Kindred Palace,2006,Musical,210,2.2,509411,James Wilson,India,Russian,21325307,965909841,47,identity;sea;family-secrets
128,Neon Garden Beyond the Stars,2018,Sport,85,8.8,394707,Aria Nelson,Spain,Korean,56173236,715035410,38,space;rebellion;sea
129,Infinite Sky,1995,Sport,127,4.5,502013,Layla Lee,South Korea,Japanese,125258155,1146004923,83,myth;post-apocalypse;underground;memory;dreams
130,Iridescent Palace In the Machine,2010,Documentary,127,4.3,868174,Noah Torres,Poland,Swedish,39270830,34831972,33,myth;betrayal;space;road-trip;cyberpunk;haunted
131,Nocturnal Beacon Beyond the Gate,2023,Documentary,140,7.8,1024812,Grace Robinson,Italy,Swedish,94636571,363495357,17,heist;dreams;identity;ancient-ritual;time-travel;memory
132,Golden Labyrinth,1980,Family,110,8.5,485451,Olivia Martinez,USA,French,135856646,979273289,47,warrior;ancient-ritual;ai
133,Radiant Quarry,2014,Musical,180,1.1,1110369,Benjamin Wright,South Korea,English,134912588,924648916,22,rebellion;friendship;memory
134,Kindred Beacon from the Past,1996,Adventure,143,8.1,165815,Owen Sanchez,Sweden,Portuguese,65385621,485024767,38,ancient-ritual;double-life;city-night
135,Golden Mirage of Wolves,2015,War,89,6.7,1474073,Ethan Garcia,Norway,Chinese,116576735,711398239,72,dreams;memory;rebellion
136,Golden Arcade With No Name,2024,Biography,196,3.4,156019,Benjamin Wright,UK,Spanish,84518842,33625502,26,city-night;family-secrets;mountains;haunted
137,Electric Frontier of Fire,2016,Crime,159,4.4,293597,Sophia Allen,Brazil,English,26322328,938639877,29,road-trip;warrior;city-night
138,Radiant Zodiac In the Garden,2000,Drama,144,8.0,944972,Grace Anderson,Brazil,Hindi,100877916,927386402,23,revenge;city-night;warrior;myth;small-town;cyberpunk
139,Xenial Labyrinth of Ashes,2004,Sci-Fi,174,3.8,223553,Sophia Smith,South Korea,Korean,96714616,579319031,13,revenge;heist;robot;detective
140,Mythic Vesper of the North,1981,Thriller,165,5.9,1251941,Nora Lee,Australia,English,78442177,888650353,49,sea;dreams;identity
141,Quantum Wilderness Beyond the Stars,2004,Fantasy,110,3.4,562989,Grace Martinez,Canada,Spanish,116782523,592623604,53,forbidden-love;small-town;revenge;underground;post-apocalypse
142,Quantum Room,1992,History,102,2.2,14292,Daniel Perez,Australia,Norwegian,88560680,945371522,42,family-secrets;rebellion;double-life;ancient-ritual;warrior;betrayal
143,Untamed Gambit,2010,Documentary,120,9.6,669380,Henry Green,Norway,Portuguese,65175276,699835371,48,family-secrets;small-town;haunted;underground;friendship
144,Nocturnal Whisper from the Future,1991,Musical,81,9.5,968191,Lucas Lewis,South Korea,Chinese,186081554,148517108,52,betrayal;ancient-ritual;myth;cyberpunk;post-apocalypse;ai
145,Kindred Circle of Wolves,1984,History,197,6.2,1120749,Victoria Clark,UK,Norwegian,96610462,1152996830,76,friendship;city-night;cyberpunk
146,Umbral River Beyond the Gate,2019,Comedy,177,9.6,695508,Michael Miller,USA,Polish,69554553,476743695,65,detective;underground;haunted;city-night
147,Velvet Yearling,1981,War,101,3.6,180150,Isabella Martinez,Brazil,German,92191261,977819381,100,memory;forbidden-love;underground;friendship
148,Flickering Room,1999,Comedy,104,1.2,719586,Mia Baker,Italy,Swedish,65574883,1108088474,22,road-trip;identity;robot;detective
149,Primal Legacy,2022,Family,176,1.3,1287975,Logan Lewis,Mexico,Japanese,1294548,461271126,26,city-night;mountains;small-town;revenge;survival
150,Hidden Uprising of Echoes,1992,History,104,3.3,1026622,Chloe Green,India,Portuguese,104424557,842981833,75,underground;double-life;detective
151,Radiant Voyage,1999,Sport,96,7.0,656898,Isabella Thomas,South Korea,Polish,49235639,801668675,88,memory;haunted;robot;warrior
152,Jade Wilderness of Dreams,2011,Musical,119,5.9,1026953,Henry Rodriguez,Italy,Italian,121164651,115129300,45,forbidden-love;betrayal;space
153,Broken Vesper from the Sea,2006,War,181,7.3,930924,Grace Hernandez,Canada,Portuguese,8384107,473583518,37,post-apocalypse;cyberpunk;identity
154,Timeless Tempest,2011,Musical,205,2.0,239608,Benjamin Wright,Brazil,Hindi,11269739,947827513,69,robot;friendship;sea;family-secrets
155,Tempest City With No Name,1982,History,142,4.1,182516,Emily Davis,Poland,French,198101476,752973993,90,heist;warrior;betrayal;small-town;space;family-secrets
156,Crimson Wilderness of Storms,2018,Musical,118,3.9,1476607,Henry Jackson,Japan,Chinese,138187221,204494484,17,rebellion;time-travel;post-apocalypse;ancient-ritual;betrayal;mountains
157,Jade Beacon of Echoes,1995,Crime,200,2.3,1326343,Benjamin Green,Mexico,Japanese,121430605,162169960,81,haunted;memory;sea
158,Sacred House,2011,Documentary,75,8.7,195432,Charlotte Green,Brazil,Chinese,17100200,1147667806,50,robot;family-secrets;space;forbidden-love
159,Sacred Gambit,2016,Sci-Fi,199,8.0,1431515,Emma Williams,France,Russian,123468040,34963941,15,detective;coming-of-age;robot;space
160,Wandering Requiem,1997,Thriller,167,3.2,779912,Ethan Brown,Australia,Russian,82109512,502820064,54,mountains;friendship;coming-of-age
161,Obsidian Quarry Under the Moon,1994,Western,188,1.1,1458872,Mateo Davis,Mexico,Swedish,35580496,1025853463,9,haunted;revenge;sea;small-town
162,Hidden Odyssey Without End,1999,Sci-Fi,172,7.9,279327,Harper Jones,USA,Portuguese,174588472,352437610,56,sea;space;ancient-ritual;betrayal;rebellion
163,The Dawn,1985,Action,110,7.7,1236526,Wyatt Thompson,Mexico,Italian,37635380,532117198,35,cyberpunk;identity;warrior
164,Paradox Room,2024,Drama,152,2.8,1272917,Victoria Gonzalez,Australia,German,173554878,117186313,100,forbidden-love;haunted;friendship;cyberpunk
165,Iridescent Fall from the Past,1980,Adventure,156,2.2,1192080,Jacob White,Italy,Norwegian,126537025,156748786,2,coming-of-age;post-apocalypse;space
166,Golden Garden,1998,Western,181,4.8,843736,Sophia Green,Germany,German,22540419,665519978,10,small-town;betrayal;identity;road-trip
167,Caged Yearling,2023,Thriller,154,7.2,500558,Emma Thomas,Canada,Japanese,31234911,973608622,78,myth;ai;sea
168,Umbral Sky of Shadows,2025,Sci-Fi,77,2.5,727193,Chloe King,Japan,Spanish,99922941,272581407,95,sea;dreams;friendship;city-night;coming-of-age
169,Wild Nexus of Tomorrow,1996,Biography,94,5.4,1071287,Owen Brown,Norway,Chinese,152272336,358375065,47,post-apocalypse;city-night;friendship;dreams
170,Nocturnal Mask,2012,Drama,86,8.6,25869,Oliver Williams,Norway,Italian,102905269,322304373,22,identity;small-town;rebellion
171,Xenial Sky,1995,Family,156,3.4,163441,Lily White,France,Hindi,180844494,113112578,22,small-town;memory;time-travel;haunted
172,Electric Palace,1999,Documentary,97,5.9,16812,Owen Gonzalez,South Korea,Portuguese,81680032,520945166,59,survival;forbidden-love;city-night;space;sea
173,Luminous City,2006,Drama,134,5.8,1333766,Ava Perez,USA,Norwegian,176543658,808044045,94,friendship;space;memory;cyberpunk;robot
174,Iridescent Garden,1997,Thriller,86,9.2,1090114,Jacob White,Sweden,Swedish,22890819,205250051,64,ancient-ritual;family-secrets;haunted;revenge
175,Opal Wilderness Beyond the Stars,1988,Romance,149,3.3,660721,Daniel Lee,India,Korean,73102599,501676289,9,betrayal;city-night;survival;friendship
176,Kindred Odyssey from Nowhere,2000,Family,105,5.8,435544,Emily Martin,Sweden,German,32289051,194177379,20,family-secrets;mountains;warrior;time-travel;space
177,Vivid Symphony of Fire,2002,Crime,206,1.4,626814,James Lopez,USA,Japanese,121486826,1193901601,95,friendship;detective;small-town;betrayal
178,Infinite Horizon In the Garden,1994,Sci-Fi,125,8.3,780743,Sophia Nguyen,Japan,Chinese,20229219,46815527,8,dreams;ancient-ritual;detective;small-town
179,Jade Mirage,2001,Action,85,9.4,106294,Ethan Torres,Mexico,Chinese,194562925,848253225,63,haunted;ai;robot
180,Majestic Interval of Dreams,1997,Mystery,189,8.9,72765,Maya Flores,Poland,Russian,79316689,1071361579,52,time-travel;revenge;post-apocalypse;haunted;betrayal;robot
181,Neon Rise,2020,Musical,79,9.8,1496146,Jack Walker,Norway,Italian,151940814,1078881308,41,post-apocalypse;heist;coming-of-age;road-trip;warrior;cyberpunk
182,Dark Drift from the Sea,2013,Adventure,134,9.7,210096,Oliver Nelson,Poland,German,143361200,120062914,97,survival;double-life;small-town;haunted
183,Yearning Voyage Under the Moon,2000,Adventure,82,7.3,737630,Lily Torres,Germany,Portuguese,50628589,1057048846,69,heist;forbidden-love;time-travel;revenge;cyberpunk
